month,town,distance_to_nearest_mrt,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease,latitude,longitude
2012-03,ANG MO KIO,0.35063253377901693,16 TO 20,111.0,Improved,2003,775000.0,,1.36944159368432,103.84648823913
2012-03,ANG MO KIO,0.2605003849075015,21 TO 25,110.0,Improved,2003,785000.0,,1.37187135282659,103.851030423419
2012-03,BEDOK,0.1105409907818003,01 TO 05,45.0,Improved,1986,249000.0,,1.33433432226397,103.917712559288
2012-03,BEDOK,0.2742664470081793,01 TO 05,45.0,Improved,1986,268000.0,,1.33302040888706,103.917037781105
2012-03,BEDOK,0.1105409907818003,01 TO 05,61.0,Improved,1986,292000.0,,1.33433432226397,103.917712559288
2012-03,BEDOK,0.5297153713229905,01 TO 05,59.0,Improved,1978,294000.0,,1.33188000305479,103.932389359044
2012-03,BEDOK,0.5722847996284095,01 TO 05,59.0,Improved,1978,295000.0,,1.33148387479968,103.932465913287
2012-03,BEDOK,0.5297153713229905,01 TO 05,59.0,Improved,1978,295000.0,,1.33188000305479,103.932389359044
2012-03,BEDOK,0.4599089603752281,01 TO 05,67.0,New Generation,1979,300000.0,,1.33460113941761,103.929445271638
2012-03,BEDOK,0.47785513687892306,01 TO 05,68.0,New Generation,1981,300000.0,,1.33541606639526,103.922350069667
2012-03,BEDOK,0.4739460348305622,01 TO 05,59.0,Improved,1978,300000.0,,1.32751177120151,103.942220384041
2012-03,BEDOK,0.7707878265779107,01 TO 05,65.0,Improved,1972,301000.0,,1.32370195143182,103.91981743872
2012-03,BEDOK,0.6112736514439375,01 TO 05,68.0,New Generation,1979,303000.0,,1.33490287587397,103.927838167286
2012-03,BEDOK,0.4067055640822322,01 TO 05,59.0,Improved,1976,303000.0,,1.32191533930821,103.933180861675
2012-03,BEDOK,0.5459323153853063,01 TO 05,67.0,New Generation,1977,305000.0,,1.33205316021213,103.93493510232
2012-03,BEDOK,0.5628357956278012,01 TO 05,67.0,New Generation,1982,305000.0,,1.33205094618817,103.914145075793
2012-03,BEDOK,0.901715993778338,01 TO 05,65.0,Improved,1972,306000.0,,1.32365172481192,103.922102955664
